,Galaxy,re (kpc),rotational velocity,rotational velocity mass (solar mass),star formation rate,star formation density,assymetry,eta average vrot
103,8135-12705,5.565021214375874,0.0,-0.6998488,0.0,-0.6998488,-0.007193175943085748,4.926608995968417
104,8137-12701,4.94513192529066,0.0,-0.37142855,0.0,-0.37142855,-0.004834701274467817,3.324956633629224
105,8137-12705,5.87620491631705,0.0,-0.09120866,0.0,-0.09120866,-0.0008407992855473889,4.6579794026299695
106,8137-3704,4.0806053950752075,0.0,-0.061938293,0.0,-0.061938293,-0.0011840230649102956,6.8744374652640445
107,8138-12702,6.225588407828059,0.0,0.22649178,0.0,0.22649178,0.0018601234203356647,5.685013079893276
108,8138-12705,6.5369986213636615,0.0,0.053930297,0.0,0.053930297,0.0004017224998201007,7.898066724411967
109,8138-6101,4.115341932191391,0.0,0.10355723,0.0,0.10355723,0.0019463399537473205,8.545878768052688
110,8138-6103,4.260757136348615,0.0,0.07224416,0.0,0.07224416,0.0012667161634082283,7.5184684656889305
111,8139-12701,3.40783370344651,0.0,-0.87659883,0.0,-0.87659883,-0.024026705705596348,2.3647560372871936
112,8139-12704,3.025722515063097,0.0,-0.7902741,0.0,-0.7902741,-0.027477022745487894,7.671968837486561
113,8139-3703,7.440019164341649,0.0,0.04238892,0.0,0.04238892,0.00024375546861393733,5.795840995046502
114,8139-6104,9.956278917489877,0.0,-0.5507405,0.0,-0.5507405,-0.001768491665101333,5.747585690208226
115,8140-12702,4.523595142991262,0.0,-0.05380596,0.0,-0.05380596,-0.0008369760700666284,8.759048312971945
116,8141-12705,5.654166419631366,0.0,-0.8399158,0.0,-0.8399158,-0.008362742232651384,2.2102284579521037
117,8141-3701,3.9720353510654376,0.0,-0.0072397776,0.0,-0.0072397776,-0.00014606600194731398,10.38955342999484
118,8143-12703,5.034737572789287,0.0,-0.8385349,0.0,-0.8385349,-0.01052973856341791,5.353846423605221
119,8143-12705,5.340943208917462,0.0,-0.6223684,0.0,-0.6223684,-0.00694483189337256,2.9227359559296398
120,8143-9101,4.610534583052232,0.0,-0.41463417,0.0,-0.41463417,-0.006208871145277656,7.6790558185685
121,8144-12702,9.804632467303495,0.0,0.28315425,0.0,0.28315425,0.0009375848336412709,4.645409652799479
122,8144-12705,8.589789053567936,0.0,0.6880437,0.0,0.6880437,0.002968254680035349,10.78311659588423
123,8144-3704,7.314227787247499,0.0,-0.35754183,0.0,-0.35754183,-0.002127355263970895,2.2693973401287915
124,8144-9101,2.6163193215995992,0.0,-1.1681818,0.0,-1.1681818,-0.0543224135573803,5.5019077328229535
125,8145-12701,7.181102049417118,0.0,-0.3725552,0.0,-0.3725552,-0.0022996331238046676,3.0717619788781487
126,8145-12705,5.424788913427901,0.0,-2.9850523,0.0,-2.9850523,-0.032287646609532726,2.901751092328896
127,8147-12705,5.562343026501347,0.0,-0.9172414,0.0,-0.9172414,-0.009436658464142652,31.452882792698695
128,8148-6102,3.2651723171478197,0.0,-1.169209,0.0,-1.169209,-0.034908409883666655,2.5588295371176946
129,8149-12701,9.441715154329184,0.0,-1.0697454,0.0,-1.0697454,-0.0038196957846454963,4.508510475423333
130,8149-12703,7.056411354209764,0.0,0.11637678,0.0,0.11637678,0.000743958454656151,4.299277294004706
131,8150-12705,5.745059763558819,0.0,-0.49972144,0.0,-0.49972144,-0.004819355978888326,4.281751098497191
132,8150-6103,4.90983974713106,36.522419738769585,-0.60057294,1591004370.0443828,-0.60057294,-0.007930147323346135,
133,8152-12702,5.6776914795277325,0.0,-0.77285266,0.0,-0.77285266,-0.007631383057766779,2.531723508533684
134,8155-1901,1.9803326412683813,0.0,-1.4087677,0.0,-1.4087677,-0.11434395801455295,3.2031185887879676
135,8156-12705,6.53390307356428,0.0,0.0,0.0,0.0,0.0,5.494484681253654
136,8156-9102,5.129223221385109,0.0,-0.12683439,0.0,-0.12683439,-0.0015345603087728301,6.572826557356489
137,8158-12701,10.293994349243201,0.0,-99.0,0.0,-99.0,-0.2973839124793275,4.524966483928417
138,8158-12705,4.147303182436287,0.0,-0.7115754,0.0,-0.7115754,-0.013168596062201512,4.763053583759747
139,8239-1902,6.141859186721153,0.0,-0.34744516,0.0,-0.34744516,-0.00293181581529089,6.8912343908631195
140,8239-6102,6.323504943889377,0.0,-0.45375475,0.0,-0.45375475,-0.0036120652710303885,3.398088607608287
141,8241-12703,6.207266973716781,0.0,-0.22757193,0.0,-0.22757193,-0.0018800438509707779,5.500654335876377
142,8244-12705,5.487840424006467,0.0,-1.2200599,0.0,-1.2200599,-0.012895207108227997,1.7752780322645134
143,8245-12701,6.2626307177239315,0.0,-0.38028675,0.0,-0.38028675,-0.003086368068838017,6.194844784138096
144,8247-12705,6.126795611589714,0.0,-0.25013697,0.0,-0.25013697,-0.0021211004173120602,3.6253500326041954
145,8248-12701,7.523421715328713,0.0,0.09178567,0.0,0.09178567,0.0005161717048169068,10.67799545274432
146,8248-12702,8.153147442567354,0.0,-0.10730331,0.0,-0.10730331,-0.0005138219339604104,11.177563694868258
147,8249-12701,3.573271771838729,0.0,-0.4508168,0.0,-0.4508168,-0.011238753138607425,6.537814155083144
148,8249-12702,6.375818167849243,0.0,-1.0817757,0.0,-1.0817757,-0.008470625653626461,46.139828879861014
149,8249-1901,2.111216605275766,0.0,-0.11051465,0.0,-0.11051465,-0.007892314570227267,22.192711046314123
150,8249-9102,7.831540973340035,0.0,-1.0644736,0.0,-1.0644736,-0.005524469563945719,
151,8250-12705,3.4340809286605496,0.0,-0.6626866,0.0,-0.6626866,-0.01788698966156104,4.171080945325871
152,8252-12703,5.492969024976628,0.0,0.18424502,0.0,0.18424502,0.001943710521954568,10.928717726873764
153,8252-9101,4.075057024919348,0.0,0.10971804,0.0,0.10971804,0.002103104175633976,17.496835812252257
154,8253-12701,6.357571819512513,0.0,-0.38281253,0.0,-0.38281253,-0.0030147667832774727,5.396917994066341
155,8253-12704,4.725155300187153,0.0,-0.23745547,0.0,-0.23745547,-0.00338532318984649,6.571715945498497
156,8254-12702,4.705811444807136,0.0,-0.44816884,0.0,-0.44816884,-0.006442030042314955,3.9029576673707753
157,8254-3703,2.5379178889197536,0.0,-1.5320225,0.0,-1.5320225,-0.07571120010235034,2.5492730702433843
158,8255-12704,4.888643680529521,0.0,-0.004871767,0.0,-0.004871767,-6.48873249163481e-05,4.67657740202965
159,8256-12701,2.9293758536348573,0.0,-0.517699,0.0,-0.517699,-0.019203361665549607,9.376667649851376
160,8257-12702,6.905890595354629,0.0,-0.22602731,0.0,-0.22602731,-0.0015085914978286992,8.256719334313303
161,8257-12705,11.761822596385802,0.0,0.22739287,0.0,0.22739287,0.000523212023691239,26.81327820224847
162,8257-9101,4.349753014393811,0.0,-0.29796624,0.0,-0.29796624,-0.005012887926380133,7.299771411379144
163,8258-12703,13.457471658518967,0.0,0.62932867,0.0,0.62932867,0.0011061160533682652,19.67144251920854
164,8259-12702,5.282532647712759,0.0,-1.6059523,0.0,-1.6059523,-0.018318857289938335,10.402256169855503
165,8259-12703,5.452531252240046,0.0,-0.7365894,0.0,-0.7365894,-0.007886408132775993,3.802528882153595
166,8259-6102,4.176234282752645,0.0,-0.8772727,0.0,-0.8772727,-0.0160108742308531,3.112715548877679
167,8260-12705,5.923164894688487,0.0,-1.0748602,0.0,-1.0748602,-0.009752017440790985,2.674198284938986
168,8260-6101,3.03639798759208,0.0,0.0696674,0.0,0.0696674,0.0024052616878253896,18.1294988704081
169,8261-12704,10.636992054062626,0.0,-0.4774999,0.0,-0.4774999,-0.0013433393750496433,4.563414524624708
170,8262-12701,5.543054062130886,0.0,-0.45186317,0.0,-0.45186317,-0.0046812177494312355,2.963237899365275
171,8262-12702,4.875181834157128,0.0,-0.43222883,0.0,-0.43222883,-0.005788715755185807,3.9047767379863076
172,8262-12705,13.11850118857044,0.0,-0.026644584,0.0,-0.026644584,-4.928226162913286e-05,9.360076531549856
173,8262-3704,2.6221509116586312,0.0,-0.9164798,0.0,-0.9164798,-0.04242849930733372,3.624343339658541
174,8263-12701,6.3620047638356,0.0,-0.029561875,0.0,-0.029561875,-0.0002324845674800114,4.229134017515101
175,8263-12702,6.2695914164916635,0.0,-0.8411289,0.0,-0.8411289,-0.006811365676842549,4.301039971467052
176,8274-12701,2.9293758536348573,0.0,-0.517699,0.0,-0.517699,-0.019203361665549607,8.239970604586793
177,8309-12701,10.184270022837941,0.0,-0.106164314,0.0,-0.106164314,-0.000325813348594926,6.823831475321111
178,8309-12705,5.3509993883406075,0.0,-0.52692294,0.0,-0.52692294,-0.005857704131225681,3.735884038772179
179,8311-12704,4.175652950559486,0.0,-0.6247761,0.0,-0.6247761,-0.01140580021510436,4.121066021248828
180,8312-6101,0.0,0.0,-1.2130282,0.0,-1.2130282,-inf,0.0
181,8315-12704,6.495257091025426,0.0,-0.14734228,0.0,-0.14734228,-0.0011116928705840739,6.953898157870368
182,8317-6101,4.886619646372399,0.0,-0.32110462,0.0,-0.32110462,-0.004280353156251987,4.196343811184617
183,8317-6104,5.651017741051658,0.0,-0.8027775,0.0,-0.8027775,-0.008001879242535087,3.4442976815735697
184,8318-12702,9.342423960553342,0.0,0.1500001,0.0,0.1500001,0.000547044327438065,6.488176500396737
185,8319-12705,12.473044967113449,0.0,0.24223305,0.0,0.24223305,0.0004956082804739022,9.024601247571686
186,8320-12702,6.871470912811008,0.0,-0.37604168,0.0,-0.37604168,-0.0025350509209937006,10.565485180015104
187,8320-12703,7.255726012580721,0.0,-0.058268975,0.0,-0.058268975,-0.0003523106404316038,21.540723130118906
188,8323-6103,3.129726365854531,0.0,0.16860482,0.0,0.16860482,0.005479076681883226,7.9033422800665205
189,8323-6104,2.309571015135942,0.0,-1.5343137,0.0,-1.5343137,-0.09155912699479982,2.9206219135832643
190,8323-9102,4.341315162777724,0.0,-0.1730526,0.0,-0.1730526,-0.002922709228714424,5.695033877781488
191,8324-12701,5.640257651185001,0.0,0.7394496,0.0,0.7394496,0.007398792214260829,7.234576716838947
192,8324-12705,6.168098482535297,0.0,-0.828936,0.0,-0.828936,-0.0069353521840609675,2.254940730691699
193,8324-3702,3.0122300520988774,0.0,-0.5793341,0.0,-0.5793341,-0.02032370724936034,4.353691222724565
194,8324-6102,3.9861221947433227,0.0,-0.7339385,0.0,-0.7339385,-0.014703089148673881,3.694677526537248
195,8324-6103,3.5364099063185477,0.0,0.07303671,0.0,0.07303671,0.0018589431992285228,3.716426033235166
196,8324-6104,5.466825754583557,0.0,-0.21243767,0.0,-0.21243767,-0.0022626178150700273,5.37574267008962
197,8325-3701,3.5253166122283552,0.0,-0.12134614,0.0,-0.12134614,-0.0031079915737566403,12.521662716922112
198,8325-3702,2.5173585221889603,0.0,-0.8818945,0.0,-0.8818945,-0.04429723627959018,3.230545891231766
199,8325-3703,9.174360494414998,0.0,-0.19647223,0.0,-0.19647223,-0.0007430186145904095,3.351431454246054
200,8326-12704,6.603545059396294,0.0,-0.4984326,0.0,-0.4984326,-0.0036383316245410225,4.170833741087722
201,8328-12705,6.218452723615455,0.0,0.12906979,0.0,0.12906979,0.0010624538087721867,5.5371768730195265
202,8329-12703,5.007146156886047,0.0,-0.09921456,0.0,-0.09921456,-0.0012596358332236978,5.610237970635868
203,8329-9102,3.3720027087123814,0.0,-1.1371211,0.0,-1.1371211,-0.0318332521106112,4.956861562471787
204,8330-12704,6.605609305940514,0.0,-0.51624537,0.0,-0.51624537,-0.003766001824203886,4.892036238871004
205,8330-9102,4.977353387253114,0.0,-0.99417174,0.0,-0.99417174,-0.01277363751951534,6.515178929162311
206,8331-1902,6.953211540548311,0.0,0.2293613,0.0,0.2293613,0.001510077984545167,12.509214383583311
207,8331-3703,6.020447030888167,0.0,0.867094,0.0,0.867094,0.007614805572246617,11.377426875581975
208,8332-3704,3.1373060995447055,0.0,-0.009173074,0.0,-0.009173074,-0.0002966546959179849,6.1417322594084185
209,8332-9102,5.845015522004758,0.0,0.49449039,0.0,0.49449039,0.004607195498743933,11.74656013121735
210,8333-12703,6.530293807692845,0.0,-0.3830317,0.0,-0.3830317,-0.002859034515098134,20.451476851321974
211,8334-12704,4.366909931436601,0.0,0.047287002,0.0,0.047287002,0.0007893024313616872,5.869952091611166
212,8336-3702,1.8851812266676728,0.0,-1.8514562,0.0,-1.8514562,-0.16582780380766454,0.658002270949892
213,8336-9101,4.019789441831369,0.0,-0.6219512,0.0,-0.6219512,-0.012251798420563148,5.87203591075429
214,8337-12701,6.028681032146722,0.0,-0.60026306,0.0,-0.60026306,-0.005257110809930482,2.390694376862804
215,8337-12704,5.313622096180132,0.0,-0.33536828,0.0,-0.33536828,-0.003780861570363067,8.115541240546941
216,8337-9101,3.4550082245888216,0.0,-1.1538833,0.0,-1.1538833,-0.030769033768049407,2.3267768465358207
217,8337-9102,3.6948602241188264,0.0,-0.48880774,0.0,-0.48880774,-0.01139704260960222,7.189400647943206
218,8338-12702,6.772594569103198,0.0,-0.6178445,0.0,-0.6178445,-0.004287648469244823,8.227824658907675
219,8338-6103,5.134042492054842,0.0,-0.44673896,0.0,-0.44673896,-0.005394920347015329,2.7110765569459447
220,8341-12701,4.674504970642048,0.0,-0.251983,0.0,-0.251983,-0.003670710170101108,7.963952539406808
221,8341-6103,3.141322144848398,0.0,-0.4910569,0.0,-0.4910569,-0.01584006589330249,9.533849360945323
222,8439-6103,3.9079261565289696,0.0,0.16950837,0.0,0.16950837,0.003533040141161956,14.530317650223108
223,8440-3704,2.6430178719045867,0.0,-0.5836457,0.0,-0.5836457,-0.02659495249764163,2.6711566669999254
224,8440-9102,4.4565596267569925,0.0,-0.62847024,0.0,-0.62847024,-0.010072456556463666,5.248730243709694
225,8442-12701,6.5635118978975155,0.0,0.74508774,0.0,0.74508774,0.005505350740258296,13.368127984604726
226,8442-6102,5.403833740962024,0.0,0.22582318,0.0,0.22582318,0.0024615841484703412,9.939662412674263
227,8443-9102,5.21234764228814,0.0,0.065384716,0.0,0.065384716,0.0007660544157453728,2.0913922613449456
228,8444-12704,4.370608940261947,0.0,-0.5847714,0.0,-0.5847714,-0.009744338179244173,3.03956687576682
229,8445-12704,4.81628132578525,0.0,-0.809714,0.0,-0.809714,-0.011111126510940044,5.603500950175094
230,8445-12705,8.838605750006987,0.0,-0.03575561,0.0,-0.03575561,-0.0001456890034324219,7.302065353318882
231,8445-9102,4.401090522654076,0.0,-0.20227748,0.0,-0.20227748,-0.00332412282559241,11.130805310461334
232,8446-12701,6.116521264238717,0.0,-0.53767884,0.0,-0.53767884,-0.004574715505415663,8.377800270635365
233,8446-12702,7.574440186993067,0.0,0.016712772,0.0,0.016712772,9.272514642625943e-05,7.949392161869939
234,8446-12703,9.43658321143282,0.0,-0.7607526,0.0,-0.7607526,-0.002719343283534952,9.120953405213811
235,8446-6101,3.210153106945036,0.0,-1.4290322,0.0,-1.4290322,-0.04414084586588834,1.9875827682475387
236,8448-12704,4.791473355718207,0.0,-0.21365234,0.0,-0.21365234,-0.002962235834070197,9.293015530564727
237,8448-6102,3.3377773060463256,0.0,-0.6515087,0.0,-0.6515087,-0.01861468212639854,4.069183744798968
238,8449-12703,8.86996092753066,0.0,-0.46522376,0.0,-0.46522376,-0.0018822122700940668,4.819472321344212
239,8449-6104,3.1094511971905843,0.0,-1.4324074,0.0,-1.4324074,-0.04715732774507097,1.9328347863713409
240,8450-12703,7.108046704299007,0.0,-0.9046962,0.0,-0.9046962,-0.005699704764986066,2.022539016241149
241,8451-12705,7.926910029207603,0.0,-0.01681277,0.0,-0.01681277,-8.516899711814277e-05,8.832461558588793
242,8452-12702,10.962175527622588,0.0,-0.7828887,0.0,-0.7828887,-0.0020737512185278395,5.314709418241307
243,8453-1902,2.273999599545361,0.0,-0.5440889,0.0,-0.5440889,-0.03349185679323008,8.876873582373891
244,8455-12705,8.903938272301934,0.0,-0.0027687137,0.0,-0.0027687137,-1.111639329101061e-05,5.001236429518896
245,8455-6102,4.26411968729542,0.0,-0.8470929,0.0,-0.8470929,-0.014829360065297944,3.2756998496343535
246,8456-12702,6.799974039429929,0.0,-0.11696967,0.0,-0.11696967,-0.0008052094679682967,7.174562708723535
247,8456-12705,7.560452143217211,0.0,-0.74183095,0.0,-0.74183095,-0.0041310412879967135,60.054977760896286
248,8458-3701,1.612422007621468,0.0,-0.4860998,0.0,-0.4860998,-0.0595138634050186,8.415792886911502
249,8461-12705,4.131385076869123,0.0,-0.60574704,0.0,-0.60574704,-0.011296660523813654,4.8093025894957355
250,8462-9102,3.786664118206658,0.0,-0.4411703,0.0,-0.4411703,-0.009793610575843612,4.728128904903825
251,8464-12703,6.816289724183546,0.0,-0.96152467,0.0,-0.96152467,-0.006587406641076769,3.792606363163639
252,8465-12702,4.613781287513091,0.0,-0.77867115,0.0,-0.77867115,-0.011643678420157032,3.6855002893271345
253,8465-12703,8.876636210603143,0.0,0.24196433,0.0,0.24196433,0.0009774726697065737,4.869829952204091
254,8465-12704,6.823267890482231,0.0,0.21246873,0.0,0.21246873,0.0014526477002343144,8.602379967442442
255,8465-3703,3.4685586955830994,0.0,-0.19109428,0.0,-0.19109428,-0.005055914453579941,13.690057248892034
256,8465-9101,4.192191782968882,0.0,0.21030065,0.0,0.21030065,0.003808978016688914,6.644027745174724
257,8466-12701,6.5644087690317745,0.0,-0.5541156,0.0,-0.5541156,-0.004093165125966528,2.8894163622312625
258,8466-12703,4.929541317065877,0.0,-0.52289146,0.0,-0.52289146,-0.006849338906181377,4.498739826868882
259,8481-12702,8.458576963753453,0.0,0.1365385,0.0,0.1365385,0.0006074501754909389,4.939178700546181
260,8481-12705,6.91896137359529,0.0,0.017403381,0.0,0.017403381,0.00011571827253139755,8.079932308700604
261,8481-3701,5.0218782707536205,0.0,-0.12107691,0.0,-0.12107691,-0.001528196144173944,4.928132299576616
262,8483-12701,9.089952267507195,0.0,0.14494261,0.0,0.14494261,0.0005583711920758605,10.714000704026109
263,8483-3704,3.7679199076529986,0.0,-0.668942,0.0,-0.668942,-0.014998065632194219,4.760512840483606
264,8484-12704,7.706432405610489,0.0,0.21198179,0.0,0.21198179,0.0011361663743001448,5.169274450423753
265,8484-3704,8.457237473096246,0.0,0.3198911,0.0,0.3198911,0.0014236237583837032,15.532580134504617
266,8484-6101,5.96506270264713,0.0,-0.81071407,0.0,-0.81071407,-0.007252501196261173,5.539304514086597
267,8485-3704,4.376025413568521,0.0,-0.35883078,0.0,-0.35883078,-0.005964583808400148,3.9857992776563007
268,8485-6103,3.6590844126076596,0.0,-0.24802507,0.0,-0.24802507,-0.005896589018145765,21.838018435332895
269,8486-12703,5.3736975894137755,0.0,-0.94401824,0.0,-0.94401824,-0.010406005961474875,3.816213594585414
270,8486-12704,4.345307654471586,0.0,-1.1024,0.0,-1.1024,-0.018584387364453153,2.169740940177164
271,8486-6104,2.4338668205809597,0.0,-0.95297277,0.0,-0.95297277,-0.05120790376856,5.540635886537122
272,8547-12702,7.93489844119331,0.0,0.031567916,0.0,0.031567916,0.00015959280141123348,10.613630066972522
273,8547-12704,7.070911503957425,0.0,-0.23343553,0.0,-0.23343553,-0.001486162420702859,5.853144389005257
274,8547-12705,5.179232263997501,0.0,-0.46179345,0.0,-0.46179345,-0.005479830475483433,7.46912692862497
275,8547-9102,4.457805036968766,0.0,0.682569,0.0,0.682569,0.010933383040028707,12.914018489662961
276,8548-12701,8.396210214207981,0.0,-0.11610166,0.0,-0.11610166,-0.0005242300948192105,5.3753069305271906
277,8549-12704,3.8153700034053064,0.0,-1.6218286,0.0,-1.6218286,-0.03546351250380614,5.40298244157289
278,8550-3702,2.912502323951067,0.0,-1.2824817,0.0,-1.2824817,-0.04812477731432887,4.671802345154648
279,8550-9101,5.175479553561173,0.0,-0.4171951,0.0,-0.4171951,-0.004957790190801548,2.5334970691317604
280,8551-12704,5.680119393711668,0.0,-0.2952447,0.0,-0.2952447,-0.0029128444907003184,11.779617096839491
281,8551-6104,3.3695567437522946,0.0,-0.24932249,0.0,-0.24932249,-0.006989820647468081,9.037183452643399
282,8552-12702,4.509284319182135,0.0,-0.02384779,0.0,-0.02384779,-0.0003733215285551236,8.046313973324517
283,8553-12701,4.994434290350204,0.0,-0.61735666,0.0,-0.61735666,-0.007877957910566887,5.113220377728077
284,8555-12703,11.041315335417249,0.0,0.26150948,0.0,0.26150948,0.0006828038081564442,4.0137154742381735
285,8568-6103,10.132250814346216,0.0,0.03226679,0.0,0.03226679,0.0001000446805580894,23.121304665173167
286,8588-12701,6.088607825366157,0.0,-0.38453043,0.0,-0.38453043,-0.003301754909638722,4.614241071449672
287,8588-12704,7.019367914126569,0.0,-0.54560786,0.0,-0.54560786,-0.0035248020868506543,6.596734847007658
288,8588-12705,6.896207219726023,0.0,0.21601036,0.0,0.21601036,0.0014457863033606397,6.580196544664824
289,8588-6104,4.388976805537168,0.0,-0.87628573,0.0,-0.87628573,-0.014480024482327472,6.400572812659593
290,8591-12703,6.158512091309617,0.0,-0.6988762,0.0,-0.6988762,-0.005865415502747254,2.3391113173824483
291,8592-6104,4.197089119065989,0.0,-0.83524984,0.0,-0.83524984,-0.015092811472499496,10.513184589451456
292,8595-3704,6.104593344655686,0.0,-0.09498766,0.0,-0.09498766,-0.0008113417819708871,2.8418694492149967
293,8597-12705,5.2907117369139485,0.0,-0.34056833,0.0,-0.34056833,-0.003872810013012119,4.962176197579552
294,8597-6101,3.74383777647681,0.0,-1.4444444,0.0,-1.4444444,-0.03280325333223807,
295,8600-3701,4.620776864473311,0.0,-0.67799395,0.0,-0.67799395,-0.010107551286531692,2.5915075772062055
296,8600-6102,4.049864208216424,0.0,-0.5605608,0.0,-0.5605608,-0.010879074375520959,2.8727584279820357
297,8600-6104,4.253517216994807,0.0,0.075174876,0.0,0.075174876,0.0013225937164666292,6.118514756422953
298,8601-6103,4.279353081852852,0.0,0.027593466,0.0,0.027593466,0.00047962314609289926,3.0491816661168327
299,8602-6101,2.817973857773149,0.0,-1.4535714,0.0,-1.4535714,-0.05826564903426422,2.667571714411788
300,8602-9102,5.4333221831973635,0.0,-0.7454248,0.0,-0.7454248,-0.00803753823730766,0.0
301,8603-6103,3.5169208540248227,0.0,0.020905668,0.0,0.020905668,0.0005380083113634652,5.8262203178046725
302,8606-3704,3.0423982111348717,0.0,-1.53275,0.0,-1.53275,-0.05270955394159101,0.8903676663837219
303,8611-6104,2.4109178997056904,0.0,-0.65382725,0.0,-0.65382725,-0.03580538118414831,4.9504625721622535
304,8612-12701,5.401181414431007,0.0,-0.7041665,0.0,-0.7041665,-0.007683302655743795,2.619468024407419
305,8612-12703,3.5958518976979343,0.0,-0.50964904,0.0,-0.50964904,-0.012546359977425177,4.175269204765545
306,8612-12704,5.582631622284559,0.0,-0.06878027,0.0,-0.06878027,-0.00070248342454298,8.204754533591402
307,8615-12702,8.453382033869653,0.0,-0.9081607,0.0,-0.9081607,-0.004045310223391153,36.90451734619631
308,8615-9101,6.106800413667073,0.0,-0.18932278,0.0,-0.18932278,-0.0016159412155658064,5.345380274695021
309,8616-12705,0.0,0.0,-0.47484332,0.0,-0.47484332,-inf,0.0
310,8618-12701,6.366119936078864,0.0,-1.4819893,0.0,-1.4819893,-0.011639800913196578,0.990187511366857
311,8619-12704,2.7323769798384516,0.0,-0.99142087,0.0,-0.99142087,-0.04226948401689336,2.6654173675337365
312,8623-12702,8.04785348097761,0.0,-0.13482763,0.0,-0.13482763,-0.0006626266546587025,9.331057576494542
313,8624-12702,7.031768301994309,0.0,0.5393901,0.0,0.5393901,0.0034723539148304927,9.56941872422391
314,8624-12705,5.944579061682679,0.0,-0.25712326,0.0,-0.25712326,-0.002316057199947258,6.298683988242432
315,8651-12701,8.944655093999435,0.0,-0.27847207,0.0,-0.27847207,-0.0011079102145240415,6.876672774216793
316,8655-12702,6.138664990137223,0.0,-0.24283624,0.0,-0.24283624,-0.002051236594052331,3.9698794848843013
317,8655-12703,7.257838842523225,0.0,-0.67982054,0.0,-0.67982054,-0.004107993678714173,33.07514212718994
318,8655-6103,3.2216248781741483,0.0,-0.8670774,0.0,-0.8670774,-0.026592432063931845,1.8630324958594515
319,8656-12701,7.861693047359769,0.0,-0.5670559,0.0,-0.5670559,-0.0029204099529523604,4.7575082646491005
320,8657-12703,6.717349707720608,0.0,-0.13502419,0.0,-0.13502419,-0.0009525017690833886,2.5366852391736696
321,8711-1902,1.67970055337493,0.0,-0.8294406,0.0,-0.8294406,-0.09357755271144919,5.707999529853091
322,8712-9102,4.3889945412788105,0.0,-1.4979532,0.0,-1.4979532,-0.024752455258050733,
323,8713-12703,5.353157398929116,0.0,-0.3265276,0.0,-0.3265276,-0.0036270203420710636,4.814920180514065
324,8713-3701,4.014292297953353,0.0,-2.1164103,0.0,-2.1164103,-0.04180536314397678,2.7085808378610317
325,8714-12704,4.650968409836239,0.0,-0.9513421,0.0,-0.9513421,-0.01399909841463648,2.845573451718402
326,8714-1901,3.9111346407641863,0.0,-1.5316327,0.0,-1.5316327,-0.03187125849727722,9.706450545543674
327,8715-6102,2.952583855010097,0.0,-0.6456882,0.0,-0.6456882,-0.023575910798535105,4.475710634551037
328,8715-6103,3.297829191401496,0.0,-0.8575117,0.0,-0.8575117,-0.025097696625720044,3.1470791480676397
329,8716-12704,5.546897177898013,0.0,-0.038344376,0.0,-0.038344376,-0.00039669028856048735,3.4821424593458197
330,8716-3704,4.597277288218787,0.0,-0.7326018,0.0,-0.7326018,-0.011033586973153806,3.6003912020088498
331,8716-6102,3.431346632375105,0.0,0.1358696,0.0,0.1358696,0.003673188895708617,2.7833837315098955
332,8717-12701,7.7392866901066695,0.0,-0.24193545,0.0,-0.24193545,-0.0012857240302004715,4.786147079615957
333,8717-12704,5.841145793641655,0.0,-0.7923586,0.0,-0.7923586,-0.0073922355716101555,2.4881408594288077
334,8717-12705,3.7014778320281767,0.0,-1.3621794,0.0,-1.3621794,-0.031647115317797854,2.34176068693087
335,8719-12701,9.626028437132083,0.0,0.47636068,0.0,0.47636068,0.0016364085952597712,5.505166073969126
336,8719-12704,5.230176589622769,0.0,-0.9848802,0.0,-0.9848802,-0.011460427888569663,2.5477116366172656
337,8719-12705,5.024867408576919,0.0,-0.32934764,0.0,-0.32934764,-0.004151982080290386,4.13297081639511
338,8719-6101,3.9718373240803517,0.0,-0.52601,0.0,-0.52601,-0.010613563034598084,3.7397842028143007
339,8719-9102,5.461752625491957,0.0,-0.2126608,0.0,-0.2126608,-0.0022692039315254965,4.033801357783041
340,8720-12704,3.331469210890709,0.0,-0.8487841,0.0,-0.8487841,-0.024343092501146323,7.930882863397696
