#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
 509.400   2.592E+24   1.666E+23
 509.500   2.591E+24   1.665E+23
 509.600   2.589E+24   1.664E+23
 509.700   2.588E+24   1.663E+23
 509.800   2.587E+24   1.662E+23
 509.900   2.585E+24   1.661E+23
 510.000   2.584E+24   1.660E+23
 510.100   2.582E+24   1.659E+23
 510.200   2.581E+24   1.658E+23
 510.300   2.579E+24   1.657E+23
 510.400   2.578E+24   1.656E+23
 510.500   2.576E+24   1.655E+23
 510.600   2.575E+24   1.654E+23
 510.700   2.574E+24   1.653E+23
 510.800   2.572E+24   1.652E+23
 510.900   2.571E+24   1.651E+23
 511.000   2.569E+24   1.650E+23
 511.100   2.568E+24   1.649E+23
 511.200   2.566E+24   1.648E+23
 511.300   2.565E+24   1.647E+23
 511.400   2.563E+24   1.646E+23
 511.500   2.562E+24   1.645E+23
 511.600   2.561E+24   1.644E+23
 511.700   2.559E+24   1.643E+23
 511.800   2.558E+24   1.642E+23
 511.900   2.556E+24   1.642E+23
 512.000   2.555E+24   1.641E+23
 512.100   2.553E+24   1.640E+23
 512.200   2.552E+24   1.639E+23
 512.300   2.551E+24   1.638E+23
 512.400   2.549E+24   1.637E+23
 512.500   2.548E+24   1.636E+23
 512.600   2.546E+24   1.635E+23
 512.700   2.545E+24   1.634E+23
 512.800   2.544E+24   1.633E+23
 512.900   2.542E+24   1.632E+23
 513.000   2.541E+24   1.631E+23
 513.100   2.539E+24   1.630E+23
 513.200   2.538E+24   1.629E+23
 513.300   2.536E+24   1.628E+23
 513.400   2.535E+24   1.627E+23
 513.500   2.534E+24   1.626E+23
 513.600   2.532E+24   1.625E+23
 513.700   2.531E+24   1.624E+23
 513.800   2.529E+24   1.623E+23
 513.900   2.528E+24   1.622E+23
 514.000   2.527E+24   1.621E+23
 514.100   2.525E+24   1.620E+23
 514.200   2.524E+24   1.619E+23
 514.300   2.522E+24   1.618E+23
 514.400   2.521E+24   1.617E+23
 514.500   2.520E+24   1.616E+23
 514.600   2.518E+24   1.616E+23
 514.700   2.517E+24   1.615E+23
 514.800   2.515E+24   1.614E+23
 514.900   2.514E+24   1.613E+23
 515.000   2.513E+24   1.612E+23
 515.100   2.511E+24   1.611E+23
 515.200   2.510E+24   1.610E+23
 515.300   2.508E+24   1.609E+23
 515.400   2.507E+24   1.608E+23
 515.500   2.506E+24   1.607E+23
 515.600   2.504E+24   1.606E+23
 515.700   2.503E+24   1.605E+23
 515.800   2.501E+24   1.604E+23
 515.900   2.500E+24   1.603E+23
 516.000   2.499E+24   1.602E+23
 516.100   2.497E+24   1.601E+23
 516.200   2.496E+24   1.600E+23
 516.300   2.494E+24   1.599E+23
 516.400   2.493E+24   1.598E+23
 516.500   2.492E+24   1.598E+23
 516.600   2.490E+24   1.597E+23
 516.700   2.489E+24   1.596E+23
 516.800   2.488E+24   1.595E+23
 516.900   2.486E+24   1.594E+23
 517.000   2.485E+24   1.593E+23
 517.100   2.483E+24   1.592E+23
 517.200   2.482E+24   1.591E+23
 517.300   2.481E+24   1.590E+23
 517.400   2.479E+24   1.589E+23
 517.500   2.478E+24   1.588E+23
 517.600   2.477E+24   1.587E+23
 517.700   2.475E+24   1.586E+23
 517.800   2.474E+24   1.585E+23
 517.900   2.472E+24   1.584E+23
 518.000   2.471E+24   1.583E+23
 518.100   2.470E+24   1.583E+23
 518.200   2.468E+24   1.582E+23
 518.300   2.467E+24   1.581E+23
 518.400   2.466E+24   1.580E+23
 518.500   2.464E+24   1.579E+23
 518.600   2.463E+24   1.578E+23
 518.700   2.462E+24   1.577E+23
 518.800   2.460E+24   1.576E+23
 518.900   2.459E+24   1.575E+23
 519.000   2.457E+24   1.574E+23
 519.100   2.456E+24   1.573E+23
 519.200   2.455E+24   1.572E+23
 519.300   2.453E+24   1.571E+23
 519.400   2.452E+24   1.571E+23
 519.500   2.451E+24   1.570E+23
 519.600   2.449E+24   1.569E+23
 519.700   2.448E+24   1.568E+23
 519.800   2.447E+24   1.567E+23
 519.900   2.445E+24   1.566E+23
 520.000   2.444E+24   1.565E+23
 520.100   2.443E+24   1.564E+23
 520.200   2.441E+24   1.563E+23
 520.300   2.440E+24   1.562E+23
 520.400   2.439E+24   1.561E+23
 520.500   2.437E+24   1.560E+23
 520.600   2.436E+24   1.560E+23
 520.700   2.434E+24   1.559E+23
 520.800   2.433E+24   1.558E+23
 520.900   2.432E+24   1.557E+23
 521.000   2.430E+24   1.556E+23
 521.100   2.429E+24   1.555E+23
 521.200   2.428E+24   1.554E+23
 521.300   2.426E+24   1.553E+23
 521.400   2.425E+24   1.552E+23
 521.500   2.424E+24   1.551E+23
 521.600   2.422E+24   1.550E+23
 521.700   2.421E+24   1.550E+23
 521.800   2.420E+24   1.549E+23
 521.900   2.418E+24   1.548E+23
 522.000   2.417E+24   1.547E+23
 522.100   2.416E+24   1.546E+23
 522.200   2.414E+24   1.545E+23
 522.300   2.413E+24   1.544E+23
 522.400   2.412E+24   1.543E+23
 522.500   2.410E+24   1.542E+23
 522.600   2.409E+24   1.541E+23
 522.700   2.408E+24   1.541E+23
 522.800   2.406E+24   1.540E+23
 522.900   2.405E+24   1.539E+23
 523.000   2.404E+24   1.538E+23
 523.100   2.403E+24   1.537E+23
 523.200   2.401E+24   1.536E+23
 523.300   2.400E+24   1.535E+23
 523.400   2.399E+24   1.534E+23
 523.500   2.397E+24   1.533E+23
 523.600   2.396E+24   1.533E+23
 523.700   2.395E+24   1.532E+23
 523.800   2.393E+24   1.531E+23
 523.900   2.392E+24   1.530E+23
 524.000   2.391E+24   1.529E+23
 524.100   2.389E+24   1.528E+23
 524.200   2.388E+24   1.527E+23
 524.300   2.387E+24   1.526E+23
 524.400   2.385E+24   1.525E+23
 524.500   2.384E+24   1.525E+23
 524.600   2.383E+24   1.524E+23
 524.700   2.382E+24   1.523E+23
 524.800   2.380E+24   1.522E+23
 524.900   2.379E+24   1.521E+23
 525.000   2.378E+24   1.520E+23
 525.100   2.376E+24   1.519E+23
 525.200   2.375E+24   1.518E+23
 525.300   2.374E+24   1.517E+23
 525.400   2.372E+24   1.517E+23
 525.500   2.371E+24   1.516E+23
 525.600   2.370E+24   1.515E+23
 525.700   2.369E+24   1.514E+23
 525.800   2.367E+24   1.513E+23
 525.900   2.366E+24   1.512E+23
 526.000   2.365E+24   1.511E+23
 526.100   2.363E+24   1.510E+23
 526.200   2.362E+24   1.510E+23
 526.300   2.361E+24   1.509E+23
 526.400   2.359E+24   1.508E+23
 526.500   2.358E+24   1.507E+23
 526.600   2.357E+24   1.506E+23
 526.700   2.356E+24   1.505E+23
 526.800   2.354E+24   1.504E+23
 526.900   2.353E+24   1.503E+23
 527.000   2.352E+24   1.503E+23
 527.100   2.350E+24   1.502E+23
 527.200   2.349E+24   1.501E+23
 527.300   2.348E+24   1.500E+23
 527.400   2.347E+24   1.499E+23
 527.500   2.345E+24   1.498E+23
 527.600   2.344E+24   1.497E+23
 527.700   2.343E+24   1.496E+23
 527.800   2.341E+24   1.496E+23
 527.900   2.340E+24   1.495E+23
 528.000   2.339E+24   1.494E+23
 528.100   2.338E+24   1.493E+23
 528.200   2.336E+24   1.492E+23
 528.300   2.335E+24   1.491E+23
 528.400   2.334E+24   1.490E+23
 528.500   2.333E+24   1.490E+23
 528.600   2.331E+24   1.489E+23
 528.700   2.330E+24   1.488E+23
 528.800   2.329E+24   1.487E+23
 528.900   2.327E+24   1.486E+23
 529.000   2.326E+24   1.485E+23
 529.100   2.325E+24   1.484E+23
 529.200   2.324E+24   1.484E+23
 529.300   2.322E+24   1.483E+23
 529.400   2.321E+24   1.482E+23
 529.500   2.320E+24   1.481E+23
 529.600   2.319E+24   1.480E+23
 529.700   2.317E+24   1.479E+23
 529.800   2.316E+24   1.478E+23
 529.900   2.315E+24   1.478E+23
 530.000   2.314E+24   1.477E+23
 530.100   2.312E+24   1.476E+23
 530.200   2.311E+24   1.475E+23
 530.300   2.310E+24   1.474E+23
 530.400   2.309E+24   1.473E+23
 530.500   2.307E+24   1.473E+23
 530.600   2.306E+24   1.472E+23
 530.700   2.305E+24   1.471E+23
 530.800   2.304E+24   1.470E+23
 530.900   2.302E+24   1.469E+23
 531.000   2.301E+24   1.468E+23
 531.100   2.300E+24   1.467E+23
 531.200   2.299E+24   1.467E+23
 531.300   2.297E+24   1.466E+23
 531.400   2.296E+24   1.465E+23
 531.500   2.295E+24   1.464E+23
 531.600   2.294E+24   1.463E+23
 531.700   2.292E+24   1.462E+23
 531.800   2.291E+24   1.462E+23
 531.900   2.290E+24   1.461E+23
 532.000   2.289E+24   1.460E+23
 532.100   2.287E+24   1.459E+23
 532.200   2.286E+24   1.458E+23
 532.300   2.285E+24   1.457E+23
 532.400   2.284E+24   1.457E+23
 532.500   2.282E+24   1.456E+23
 532.600   2.281E+24   1.455E+23
 532.700   2.280E+24   1.454E+23
 532.800   2.279E+24   1.453E+23
 532.900   2.277E+24   1.452E+23
 533.000   2.276E+24   1.452E+23
 533.100   2.275E+24   1.451E+23
 533.200   2.274E+24   1.450E+23
 533.300   2.273E+24   1.449E+23
 533.400   2.271E+24   1.448E+23
 533.500   2.270E+24   1.447E+23
 533.600   2.269E+24   1.447E+23
 533.700   2.268E+24   1.446E+23
 533.800   2.266E+24   1.445E+23
 533.900   2.265E+24   1.444E+23
 534.000   2.264E+24   1.443E+23
 534.100   2.263E+24   1.442E+23
 534.200   2.261E+24   1.442E+23
 534.300   2.260E+24   1.441E+23
 534.400   2.259E+24   1.440E+23
 534.500   2.258E+24   1.439E+23
 534.600   2.257E+24   1.438E+23
 534.700   2.255E+24   1.437E+23
 534.800   2.254E+24   1.437E+23
 534.900   2.253E+24   1.436E+23
 535.000   2.252E+24   1.435E+23
 535.100   2.250E+24   1.434E+23
 535.200   2.249E+24   1.433E+23
 535.300   2.248E+24   1.433E+23
 535.400   2.247E+24   1.432E+23
 535.500   2.246E+24   1.431E+23
 535.600   2.244E+24   1.430E+23
 535.700   2.243E+24   1.429E+23
 535.800   2.242E+24   1.429E+23
 535.900   2.241E+24   1.428E+23
 536.000   2.240E+24   1.427E+23
 536.100   2.238E+24   1.426E+23
 536.200   2.237E+24   1.425E+23
 536.300   2.236E+24   1.424E+23
 536.400   2.235E+24   1.424E+23
 536.500   2.234E+24   1.423E+23
 536.600   2.232E+24   1.422E+23
 536.700   2.231E+24   1.421E+23
 536.800   2.230E+24   1.420E+23
 536.900   2.229E+24   1.420E+23
 537.000   2.228E+24   1.419E+23
 537.100   2.226E+24   1.418E+23
 537.200   2.225E+24   1.417E+23
 537.300   2.224E+24   1.416E+23
 537.400   2.223E+24   1.416E+23
 537.500   2.222E+24   1.415E+23
 537.600   2.220E+24   1.414E+23
 537.700   2.219E+24   1.413E+23
 537.800   2.218E+24   1.412E+23
 537.900   2.217E+24   1.412E+23
 538.000   2.216E+24   1.411E+23
 538.100   2.214E+24   1.410E+23
 538.200   2.213E+24   1.409E+23
 538.300   2.212E+24   1.408E+23
 538.400   2.211E+24   1.408E+23
 538.500   2.210E+24   1.407E+23
 538.600   2.208E+24   1.406E+23
 538.700   2.207E+24   1.405E+23
 538.800   2.206E+24   1.404E+23
 538.900   2.205E+24   1.404E+23
 539.000   2.204E+24   1.403E+23
 539.100   2.203E+24   1.402E+23
 539.200   2.201E+24   1.401E+23
 539.300   2.200E+24   1.400E+23
 539.400   2.199E+24   1.400E+23
 539.500   2.198E+24   1.399E+23
 539.600   2.197E+24   1.398E+23
 539.700   2.195E+24   1.397E+23
 539.800   2.194E+24   1.396E+23
 539.900   2.193E+24   1.396E+23
 540.000   2.192E+24   1.395E+23
 540.100   2.191E+24   1.394E+23
 540.200   2.190E+24   1.393E+23
 540.300   2.188E+24   1.392E+23
 540.400   2.187E+24   1.392E+23
 540.500   2.186E+24   1.391E+23
 540.600   2.185E+24   1.390E+23
 540.700   2.184E+24   1.389E+23
 540.800   2.183E+24   1.388E+23
 540.900   2.181E+24   1.388E+23
 541.000   2.180E+24   1.387E+23
 541.100   2.179E+24   1.386E+23
 541.200   2.178E+24   1.385E+23
 541.300   2.177E+24   1.385E+23
 541.400   2.176E+24   1.384E+23
 541.500   2.174E+24   1.383E+23
 541.600   2.173E+24   1.382E+23
 541.700   2.172E+24   1.381E+23
 541.800   2.171E+24   1.381E+23
 541.900   2.170E+24   1.380E+23
 542.000   2.169E+24   1.379E+23
 542.100   2.167E+24   1.378E+23
 542.200   2.166E+24   1.378E+23
 542.300   2.165E+24   1.377E+23
 542.400   2.164E+24   1.376E+23
 542.500   2.163E+24   1.375E+23
 542.600   2.162E+24   1.374E+23
 542.700   2.160E+24   1.374E+23
 542.800   2.159E+24   1.373E+23
 542.900   2.158E+24   1.372E+23
 543.000   2.157E+24   1.371E+23
 543.100   2.156E+24   1.371E+23
 543.200   2.155E+24   1.370E+23
 543.300   2.154E+24   1.369E+23
 543.400   2.152E+24   1.368E+23
 543.500   2.151E+24   1.367E+23
 543.600   2.150E+24   1.367E+23
 543.700   2.149E+24   1.366E+23
 543.800   2.148E+24   1.365E+23
 543.900   2.147E+24   1.364E+23
 544.000   2.146E+24   1.364E+23
 544.100   2.144E+24   1.363E+23
 544.200   2.143E+24   1.362E+23
 544.300   2.142E+24   1.361E+23
 544.400   2.141E+24   1.361E+23
 544.500   2.140E+24   1.360E+23
 544.600   2.139E+24   1.359E+23
 544.700   2.138E+24   1.358E+23
 544.800   2.136E+24   1.358E+23
 544.900   2.135E+24   1.357E+23
 545.000   2.134E+24   1.356E+23
 545.100   2.133E+24   1.355E+23
 545.200   2.132E+24   1.354E+23
 545.300   2.131E+24   1.354E+23
 545.400   2.130E+24   1.353E+23
 545.500   2.128E+24   1.352E+23
 545.600   2.127E+24   1.351E+23
 545.700   2.126E+24   1.351E+23
 545.800   2.125E+24   1.350E+23
 545.900   2.124E+24   1.349E+23
 546.000   2.123E+24   1.348E+23
 546.100   2.122E+24   1.348E+23
 546.200   2.121E+24   1.347E+23
 546.300   2.119E+24   1.346E+23
 546.400   2.118E+24   1.345E+23
 546.500   2.117E+24   1.345E+23
 546.600   2.116E+24   1.344E+23
 546.700   2.115E+24   1.343E+23
 546.800   2.114E+24   1.342E+23
 546.900   2.113E+24   1.342E+23
 547.000   2.112E+24   1.341E+23
 547.100   2.110E+24   1.340E+23
 547.200   2.109E+24   1.339E+23
 547.300   2.108E+24   1.339E+23
 547.400   2.107E+24   1.338E+23
 547.500   2.106E+24   1.337E+23
 547.600   2.105E+24   1.336E+23
 547.700   2.104E+24   1.336E+23
 547.800   2.103E+24   1.335E+23
 547.900   2.101E+24   1.334E+23
 548.000   2.100E+24   1.333E+23
 548.100   2.099E+24   1.333E+23
 548.200   2.098E+24   1.332E+23
 548.300   2.097E+24   1.331E+23
 548.400   2.096E+24   1.330E+23
 548.500   2.095E+24   1.330E+23
 548.600   2.094E+24   1.329E+23
 548.700   2.093E+24   1.328E+23
 548.800   2.091E+24   1.327E+23
 548.900   2.090E+24   1.327E+23
 549.000   2.089E+24   1.326E+23
 549.100   2.088E+24   1.325E+23
 549.200   2.087E+24   1.324E+23
 549.300   2.086E+24   1.324E+23
 549.400   2.085E+24   1.323E+23
 549.500   2.084E+24   1.322E+23
 549.600   2.083E+24   1.322E+23
 549.700   2.082E+24   1.321E+23
 549.800   2.080E+24   1.320E+23
 549.900   2.079E+24   1.319E+23
 550.000   2.078E+24   1.319E+23
 550.100   2.077E+24   1.318E+23
 550.200   2.076E+24   1.317E+23
 550.300   2.075E+24   1.316E+23
 550.400   2.074E+24   1.316E+23
 550.500   2.073E+24   1.315E+23
 550.600   2.072E+24   1.314E+23
 550.700   2.071E+24   1.313E+23
 550.800   2.069E+24   1.313E+23
 550.900   2.068E+24   1.312E+23
 551.000   2.067E+24   1.311E+23
 551.100   2.066E+24   1.310E+23
 551.200   2.065E+24   1.310E+23
 551.300   2.064E+24   1.309E+23
 551.400   2.063E+24   1.308E+23
 551.500   2.062E+24   1.308E+23
 551.600   2.061E+24   1.307E+23
 551.700   2.060E+24   1.306E+23
 551.800   2.059E+24   1.305E+23
 551.900   2.057E+24   1.305E+23
 552.000   2.056E+24   1.304E+23
 552.100   2.055E+24   1.303E+23
 552.200   2.054E+24   1.303E+23
 552.300   2.053E+24   1.302E+23
 552.400   2.052E+24   1.301E+23
 552.500   2.051E+24   1.300E+23
 552.600   2.050E+24   1.300E+23
 552.700   2.049E+24   1.299E+23
 552.800   2.048E+24   1.298E+23
 552.900   2.047E+24   1.297E+23
 553.000   2.046E+24   1.297E+23
 553.100   2.044E+24   1.296E+23
 553.200   2.043E+24   1.295E+23
 553.300   2.042E+24   1.295E+23
 553.400   2.041E+24   1.294E+23
 553.500   2.040E+24   1.293E+23
 553.600   2.039E+24   1.292E+23
 553.700   2.038E+24   1.292E+23
 553.800   2.037E+24   1.291E+23
 553.900   2.036E+24   1.290E+23
 554.000   2.035E+24   1.290E+23
 554.100   2.034E+24   1.289E+23
 554.200   2.033E+24   1.288E+23
 554.300   2.032E+24   1.287E+23
 554.400   2.031E+24   1.287E+23
 554.500   2.029E+24   1.286E+23
 554.600   2.028E+24   1.285E+23
 554.700   2.027E+24   1.285E+23
 554.800   2.026E+24   1.284E+23
 554.900   2.025E+24   1.283E+23
 555.000   2.024E+24   1.282E+23
 555.100   2.023E+24   1.282E+23
 555.200   2.022E+24   1.281E+23
 555.300   2.021E+24   1.280E+23
 555.400   2.020E+24   1.280E+23
 555.500   2.019E+24   1.279E+23
 555.600   2.018E+24   1.278E+23
 555.700   2.017E+24   1.277E+23
 555.800   2.016E+24   1.277E+23
 555.900   2.015E+24   1.276E+23
 556.000   2.014E+24   1.275E+23
 556.100   2.012E+24   1.275E+23
 556.200   2.011E+24   1.274E+23
 556.300   2.010E+24   1.273E+23
 556.400   2.009E+24   1.273E+23
 556.500   2.008E+24   1.272E+23
 556.600   2.007E+24   1.271E+23
 556.700   2.006E+24   1.270E+23
 556.800   2.005E+24   1.270E+23
 556.900   2.004E+24   1.269E+23
 557.000   2.003E+24   1.268E+23
 557.100   2.002E+24   1.268E+23
 557.200   2.001E+24   1.267E+23
 557.300   2.000E+24   1.266E+23
 557.400   1.999E+24   1.266E+23
 557.500   1.998E+24   1.265E+23
 557.600   1.997E+24   1.264E+23
 557.700   1.996E+24   1.263E+23
 557.800   1.995E+24   1.263E+23
 557.900   1.994E+24   1.262E+23
 558.000   1.993E+24   1.261E+23
 558.100   1.992E+24   1.261E+23
 558.200   1.990E+24   1.260E+23
 558.300   1.989E+24   1.259E+23
 558.400   1.988E+24   1.259E+23
 558.500   1.987E+24   1.258E+23
 558.600   1.986E+24   1.257E+23
 558.700   1.985E+24   1.257E+23
 558.800   1.984E+24   1.256E+23
 558.900   1.983E+24   1.255E+23
 559.000   1.982E+24   1.254E+23
 559.100   1.981E+24   1.254E+23
 559.200   1.980E+24   1.253E+23
 559.300   1.979E+24   1.252E+23
 559.400   1.978E+24   1.252E+23
 559.500   1.977E+24   1.251E+23
 559.600   1.976E+24   1.250E+23
 559.700   1.975E+24   1.250E+23
 559.800   1.974E+24   1.249E+23
 559.900   1.973E+24   1.248E+23
 560.000   1.972E+24   1.248E+23
 560.100   1.971E+24   1.247E+23
 560.200   1.970E+24   1.246E+23
 560.300   1.969E+24   1.246E+23
 560.400   1.968E+24   1.245E+23
 560.500   1.967E+24   1.244E+23
 560.600   1.966E+24   1.243E+23
 560.700   1.965E+24   1.243E+23
 560.800   1.964E+24   1.242E+23
 560.900   1.963E+24   1.241E+23
 561.000   1.962E+24   1.241E+23
 561.100   1.961E+24   1.240E+23
 561.200   1.960E+24   1.239E+23
 561.300   1.959E+24   1.239E+23
 561.400   1.958E+24   1.238E+23
 561.500   1.957E+24   1.237E+23
 561.600   1.955E+24   1.237E+23
 561.700   1.954E+24   1.236E+23
 561.800   1.953E+24   1.235E+23
 561.900   1.952E+24   1.235E+23
 562.000   1.951E+24   1.234E+23
 562.100   1.950E+24   1.233E+23
 562.200   1.949E+24   1.233E+23
 562.300   1.948E+24   1.232E+23
 562.400   1.947E+24   1.231E+23
 562.500   1.946E+24   1.231E+23
 562.600   1.945E+24   1.230E+23
 562.700   1.944E+24   1.229E+23
 562.800   1.943E+24   1.229E+23
 562.900   1.942E+24   1.228E+23
 563.000   1.941E+24   1.227E+23
 563.100   1.940E+24   1.227E+23
 563.200   1.939E+24   1.226E+23
 563.300   1.938E+24   1.225E+23
 563.400   1.937E+24   1.225E+23
 563.500   1.936E+24   1.224E+23
 563.600   1.935E+24   1.223E+23
 563.700   1.934E+24   1.223E+23
 563.800   1.933E+24   1.222E+23
 563.900   1.932E+24   1.221E+23
 564.000   1.931E+24   1.221E+23
 564.100   1.930E+24   1.220E+23
 564.200   1.929E+24   1.219E+23
 564.300   1.928E+24   1.219E+23
 564.400   1.927E+24   1.218E+23
 564.500   1.926E+24   1.217E+23
 564.600   1.925E+24   1.217E+23
 564.700   1.924E+24   1.216E+23
 564.800   1.923E+24   1.215E+23
 564.900   1.922E+24   1.215E+23
 565.000   1.921E+24   1.214E+23
 565.100   1.920E+24   1.213E+23
 565.200   1.919E+24   1.213E+23
 565.300   1.918E+24   1.212E+23
 565.400   1.917E+24   1.211E+23
 565.500   1.916E+24   1.211E+23
 565.600   1.915E+24   1.210E+23
 565.700   1.914E+24   1.209E+23
 565.800   1.913E+24   1.209E+23
 565.900   1.912E+24   1.208E+23
 566.000   1.911E+24   1.207E+23
 566.100   1.910E+24   1.207E+23
 566.200   1.909E+24   1.206E+23
 566.300   1.908E+24   1.205E+23
 566.400   1.907E+24   1.205E+23
 566.500   1.906E+24   1.204E+23
 566.600   1.905E+24   1.203E+23
 566.700   1.904E+24   1.203E+23
 566.800   1.903E+24   1.202E+23
 566.900   1.902E+24   1.201E+23
 567.000   1.901E+24   1.201E+23
 567.100   1.901E+24   1.200E+23
 567.200   1.900E+24   1.199E+23
 567.300   1.899E+24   1.199E+23
 567.400   1.898E+24   1.198E+23
 567.500   1.897E+24   1.198E+23
 567.600   1.896E+24   1.197E+23
 567.700   1.895E+24   1.196E+23
 567.800   1.894E+24   1.196E+23
 567.900   1.893E+24   1.195E+23
 568.000   1.892E+24   1.194E+23
 568.100   1.891E+24   1.194E+23
 568.200   1.890E+24   1.193E+23
 568.300   1.889E+24   1.192E+23
 568.400   1.888E+24   1.192E+23
 568.500   1.887E+24   1.191E+23
 568.600   1.886E+24   1.190E+23
 568.700   1.885E+24   1.190E+23
 568.800   1.884E+24   1.189E+23
 568.900   1.883E+24   1.188E+23
 569.000   1.882E+24   1.188E+23
 569.100   1.881E+24   1.187E+23
 569.200   1.880E+24   1.187E+23
 569.300   1.879E+24   1.186E+23
 569.400   1.878E+24   1.185E+23
 569.500   1.877E+24   1.185E+23
 569.600   1.876E+24   1.184E+23
 569.700   1.875E+24   1.183E+23
 569.800   1.874E+24   1.183E+23
 569.900   1.873E+24   1.182E+23
 570.000   1.872E+24   1.181E+23
 570.100   1.871E+24   1.181E+23
 570.200   1.870E+24   1.180E+23
 570.300   1.869E+24   1.179E+23
 570.400   1.868E+24   1.179E+23
 570.500   1.868E+24   1.178E+23
 570.600   1.867E+24   1.178E+23
 570.700   1.866E+24   1.177E+23
 570.800   1.865E+24   1.176E+23
 570.900   1.864E+24   1.176E+23
 571.000   1.863E+24   1.175E+23
 571.100   1.862E+24   1.174E+23
 571.200   1.861E+24   1.174E+23
 571.300   1.860E+24   1.173E+23
 571.400   1.859E+24   1.173E+23
 571.500   1.858E+24   1.172E+23
 571.600   1.857E+24   1.171E+23
 571.700   1.856E+24   1.171E+23
 571.800   1.855E+24   1.170E+23
 571.900   1.854E+24   1.169E+23
 572.000   1.853E+24   1.169E+23
 572.100   1.852E+24   1.168E+23
 572.200   1.851E+24   1.167E+23
 572.300   1.850E+24   1.167E+23
 572.400   1.849E+24   1.166E+23
 572.500   1.848E+24   1.166E+23
 572.600   1.847E+24   1.165E+23
 572.700   1.847E+24   1.164E+23
 572.800   1.846E+24   1.164E+23
 572.900   1.845E+24   1.163E+23
 573.000   1.844E+24   1.162E+23
 573.100   1.843E+24   1.162E+23
 573.200   1.842E+24   1.161E+23
 573.300   1.841E+24   1.161E+23
 573.400   1.840E+24   1.160E+23
 573.500   1.839E+24   1.159E+23
 573.600   1.838E+24   1.159E+23
 573.700   1.837E+24   1.158E+23
 573.800   1.836E+24   1.157E+23
 573.900   1.835E+24   1.157E+23
 574.000   1.834E+24   1.156E+23
 574.100   1.833E+24   1.156E+23
 574.200   1.832E+24   1.155E+23
 574.300   1.831E+24   1.154E+23
 574.400   1.831E+24   1.154E+23
 574.500   1.830E+24   1.153E+23
 574.600   1.829E+24   1.152E+23
 574.700   1.828E+24   1.152E+23
 574.800   1.827E+24   1.151E+23
 574.900   1.826E+24   1.151E+23
 575.000   1.825E+24   1.150E+23
 575.100   1.824E+24   1.149E+23
 575.200   1.823E+24   1.149E+23
 575.300   1.822E+24   1.148E+23
 575.400   1.821E+24   1.148E+23
 575.500   1.820E+24   1.147E+23
 575.600   1.819E+24   1.146E+23
 575.700   1.818E+24   1.146E+23
 575.800   1.817E+24   1.145E+23
 575.900   1.817E+24   1.144E+23
 576.000   1.816E+24   1.144E+23
 576.100   1.815E+24   1.143E+23
 576.200   1.814E+24   1.143E+23
 576.300   1.813E+24   1.142E+23
 576.400   1.812E+24   1.141E+23
 576.500   1.811E+24   1.141E+23
 576.600   1.810E+24   1.140E+23
 576.700   1.809E+24   1.140E+23
 576.800   1.808E+24   1.139E+23
 576.900   1.807E+24   1.138E+23
 577.000   1.806E+24   1.138E+23
 577.100   1.805E+24   1.137E+23
 577.200   1.805E+24   1.137E+23
 577.300   1.804E+24   1.136E+23
 577.400   1.803E+24   1.135E+23
 577.500   1.802E+24   1.135E+23
 577.600   1.801E+24   1.134E+23
 577.700   1.800E+24   1.134E+23
 577.800   1.799E+24   1.133E+23
 577.900   1.798E+24   1.132E+23
 578.000   1.797E+24   1.132E+23
 578.100   1.796E+24   1.131E+23
 578.200   1.795E+24   1.130E+23
 578.300   1.794E+24   1.130E+23
 578.400   1.794E+24   1.129E+23
 578.500   1.793E+24   1.129E+23
 578.600   1.792E+24   1.128E+23
 578.700   1.791E+24   1.127E+23
 578.800   1.790E+24   1.127E+23
 578.900   1.789E+24   1.126E+23
 579.000   1.788E+24   1.126E+23
 579.100   1.787E+24   1.125E+23
 579.200   1.786E+24   1.124E+23
 579.300   1.785E+24   1.124E+23
 579.400   1.784E+24   1.123E+23
 579.500   1.784E+24   1.123E+23
 579.600   1.783E+24   1.122E+23
 579.700   1.782E+24   1.121E+23
 579.800   1.781E+24   1.121E+23
 579.900   1.780E+24   1.120E+23
 580.000   1.779E+24   1.120E+23
 580.100   1.778E+24   1.119E+23
 580.200   1.777E+24   1.118E+23
 580.300   1.776E+24   1.118E+23
 580.400   1.775E+24   1.117E+23
 580.500   1.775E+24   1.117E+23
 580.600   1.774E+24   1.116E+23
 580.700   1.773E+24   1.116E+23
 580.800   1.772E+24   1.115E+23
 580.900   1.771E+24   1.114E+23
 581.000   1.770E+24   1.114E+23
 581.100   1.769E+24   1.113E+23
 581.200   1.768E+24   1.113E+23
 581.300   1.767E+24   1.112E+23
 581.400   1.766E+24   1.111E+23
 581.500   1.766E+24   1.111E+23
 581.600   1.765E+24   1.110E+23
 581.700   1.764E+24   1.110E+23
 581.800   1.763E+24   1.109E+23
 581.900   1.762E+24   1.108E+23
 582.000   1.761E+24   1.108E+23
 582.100   1.760E+24   1.107E+23
 582.200   1.759E+24   1.107E+23
 582.300   1.758E+24   1.106E+23
 582.400   1.758E+24   1.105E+23
 582.500   1.757E+24   1.105E+23
 582.600   1.756E+24   1.104E+23
