#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
 907.800   4.512E+23   2.709E+22
 907.900   4.511E+23   2.708E+22
 908.000   4.509E+23   2.707E+22
 908.100   4.507E+23   2.706E+22
 908.200   4.506E+23   2.705E+22
 908.300   4.504E+23   2.705E+22
 908.400   4.503E+23   2.704E+22
 908.500   4.501E+23   2.703E+22
 908.600   4.500E+23   2.702E+22
 908.700   4.498E+23   2.701E+22
 908.800   4.496E+23   2.700E+22
 908.900   4.495E+23   2.699E+22
 909.000   4.493E+23   2.698E+22
 909.100   4.492E+23   2.697E+22
 909.200   4.490E+23   2.696E+22
 909.300   4.489E+23   2.695E+22
 909.400   4.487E+23   2.694E+22
 909.500   4.486E+23   2.693E+22
 909.600   4.484E+23   2.692E+22
 909.700   4.482E+23   2.691E+22
 909.800   4.481E+23   2.690E+22
 909.900   4.479E+23   2.689E+22
 910.000   4.478E+23   2.688E+22
 910.100   4.476E+23   2.687E+22
 910.200   4.475E+23   2.686E+22
 910.300   4.473E+23   2.685E+22
 910.400   4.472E+23   2.684E+22
 910.500   4.470E+23   2.683E+22
 910.600   4.468E+23   2.682E+22
 910.700   4.467E+23   2.682E+22
 910.800   4.465E+23   2.681E+22
 910.900   4.464E+23   2.680E+22
 911.000   4.462E+23   2.679E+22
 911.100   4.461E+23   2.678E+22
 911.200   4.459E+23   2.677E+22
 911.300   4.458E+23   2.676E+22
 911.400   4.456E+23   2.675E+22
 911.500   4.454E+23   2.674E+22
 911.600   4.453E+23   2.673E+22
 911.700   4.451E+23   2.672E+22
 911.800   4.450E+23   2.671E+22
 911.900   4.448E+23   2.670E+22
 912.000   4.447E+23   2.669E+22
 912.100   4.445E+23   2.668E+22
 912.200   4.444E+23   2.667E+22
 912.300   4.442E+23   2.666E+22
 912.400   4.441E+23   2.665E+22
 912.500   4.439E+23   2.664E+22
 912.600   4.438E+23   2.664E+22
 912.700   4.436E+23   2.663E+22
 912.800   4.434E+23   2.662E+22
 912.900   4.433E+23   2.661E+22
 913.000   4.431E+23   2.660E+22
 913.100   4.430E+23   2.659E+22
 913.200   4.428E+23   2.658E+22
 913.300   4.427E+23   2.657E+22
 913.400   4.425E+23   2.656E+22
 913.500   4.424E+23   2.655E+22
 913.600   4.422E+23   2.654E+22
 913.700   4.421E+23   2.653E+22
 913.800   4.419E+23   2.652E+22
 913.900   4.418E+23   2.651E+22
 914.000   4.416E+23   2.650E+22
 914.100   4.415E+23   2.649E+22
 914.200   4.413E+23   2.648E+22
 914.300   4.411E+23   2.648E+22
 914.400   4.410E+23   2.647E+22
 914.500   4.408E+23   2.646E+22
 914.600   4.407E+23   2.645E+22
 914.700   4.405E+23   2.644E+22
 914.800   4.404E+23   2.643E+22
 914.900   4.402E+23   2.642E+22
 915.000   4.401E+23   2.641E+22
 915.100   4.399E+23   2.640E+22
 915.200   4.398E+23   2.639E+22
 915.300   4.396E+23   2.638E+22
 915.400   4.395E+23   2.637E+22
 915.500   4.393E+23   2.636E+22
 915.600   4.392E+23   2.635E+22
 915.700   4.390E+23   2.634E+22
 915.800   4.389E+23   2.634E+22
 915.900   4.387E+23   2.633E+22
 916.000   4.386E+23   2.632E+22
 916.100   4.384E+23   2.631E+22
 916.200   4.383E+23   2.630E+22
 916.300   4.381E+23   2.629E+22
 916.400   4.380E+23   2.628E+22
 916.500   4.378E+23   2.627E+22
 916.600   4.377E+23   2.626E+22
 916.700   4.375E+23   2.625E+22
 916.800   4.374E+23   2.624E+22
 916.900   4.372E+23   2.623E+22
 917.000   4.370E+23   2.622E+22
 917.100   4.369E+23   2.621E+22
 917.200   4.367E+23   2.621E+22
 917.300   4.366E+23   2.620E+22
 917.400   4.364E+23   2.619E+22
 917.500   4.363E+23   2.618E+22
 917.600   4.361E+23   2.617E+22
 917.700   4.360E+23   2.616E+22
 917.800   4.358E+23   2.615E+22
 917.900   4.357E+23   2.614E+22
 918.000   4.355E+23   2.613E+22
 918.100   4.354E+23   2.612E+22
 918.200   4.352E+23   2.611E+22
 918.300   4.351E+23   2.610E+22
 918.400   4.349E+23   2.609E+22
 918.500   4.348E+23   2.609E+22
 918.600   4.346E+23   2.608E+22
 918.700   4.345E+23   2.607E+22
 918.800   4.343E+23   2.606E+22
 918.900   4.342E+23   2.605E+22
 919.000   4.340E+23   2.604E+22
 919.100   4.339E+23   2.603E+22
 919.200   4.337E+23   2.602E+22
 919.300   4.336E+23   2.601E+22
 919.400   4.334E+23   2.600E+22
 919.500   4.333E+23   2.599E+22
 919.600   4.331E+23   2.598E+22
 919.700   4.330E+23   2.598E+22
 919.800   4.329E+23   2.597E+22
 919.900   4.327E+23   2.596E+22
 920.000   4.326E+23   2.595E+22
 920.100   4.324E+23   2.594E+22
 920.200   4.323E+23   2.593E+22
 920.300   4.321E+23   2.592E+22
 920.400   4.320E+23   2.591E+22
 920.500   4.318E+23   2.590E+22
 920.600   4.317E+23   2.589E+22
 920.700   4.315E+23   2.588E+22
 920.800   4.314E+23   2.587E+22
 920.900   4.312E+23   2.587E+22
 921.000   4.311E+23   2.586E+22
 921.100   4.309E+23   2.585E+22
 921.200   4.308E+23   2.584E+22
 921.300   4.306E+23   2.583E+22
 921.400   4.305E+23   2.582E+22
 921.500   4.303E+23   2.581E+22
 921.600   4.302E+23   2.580E+22
 921.700   4.300E+23   2.579E+22
 921.800   4.299E+23   2.578E+22
 921.900   4.297E+23   2.578E+22
 922.000   4.296E+23   2.577E+22
 922.100   4.294E+23   2.576E+22
 922.200   4.293E+23   2.575E+22
 922.300   4.291E+23   2.574E+22
 922.400   4.290E+23   2.573E+22
 922.500   4.289E+23   2.572E+22
 922.600   4.287E+23   2.571E+22
 922.700   4.286E+23   2.570E+22
 922.800   4.284E+23   2.569E+22
 922.900   4.283E+23   2.568E+22
 923.000   4.281E+23   2.568E+22
 923.100   4.280E+23   2.567E+22
 923.200   4.278E+23   2.566E+22
 923.300   4.277E+23   2.565E+22
 923.400   4.275E+23   2.564E+22
 923.500   4.274E+23   2.563E+22
 923.600   4.272E+23   2.562E+22
 923.700   4.271E+23   2.561E+22
 923.800   4.269E+23   2.560E+22
 923.900   4.268E+23   2.559E+22
 924.000   4.266E+23   2.559E+22
 924.100   4.265E+23   2.558E+22
 924.200   4.264E+23   2.557E+22
 924.300   4.262E+23   2.556E+22
 924.400   4.261E+23   2.555E+22
 924.500   4.259E+23   2.554E+22
 924.600   4.258E+23   2.553E+22
 924.700   4.256E+23   2.552E+22
 924.800   4.255E+23   2.551E+22
 924.900   4.253E+23   2.551E+22
 925.000   4.252E+23   2.550E+22
 925.100   4.250E+23   2.549E+22
 925.200   4.249E+23   2.548E+22
 925.300   4.248E+23   2.547E+22
 925.400   4.246E+23   2.546E+22
 925.500   4.245E+23   2.545E+22
 925.600   4.243E+23   2.544E+22
 925.700   4.242E+23   2.543E+22
 925.800   4.240E+23   2.542E+22
 925.900   4.239E+23   2.542E+22
 926.000   4.237E+23   2.541E+22
 926.100   4.236E+23   2.540E+22
 926.200   4.234E+23   2.539E+22
 926.300   4.233E+23   2.538E+22
 926.400   4.232E+23   2.537E+22
 926.500   4.230E+23   2.536E+22
 926.600   4.229E+23   2.535E+22
 926.700   4.227E+23   2.535E+22
 926.800   4.226E+23   2.534E+22
 926.900   4.224E+23   2.533E+22
 927.000   4.223E+23   2.532E+22
 927.100   4.221E+23   2.531E+22
 927.200   4.220E+23   2.530E+22
 927.300   4.219E+23   2.529E+22
 927.400   4.217E+23   2.528E+22
 927.500   4.216E+23   2.527E+22
 927.600   4.214E+23   2.527E+22
 927.700   4.213E+23   2.526E+22
 927.800   4.211E+23   2.525E+22
 927.900   4.210E+23   2.524E+22
 928.000   4.208E+23   2.523E+22
 928.100   4.207E+23   2.522E+22
 928.200   4.206E+23   2.521E+22
 928.300   4.204E+23   2.520E+22
 928.400   4.203E+23   2.520E+22
 928.500   4.201E+23   2.519E+22
 928.600   4.200E+23   2.518E+22
 928.700   4.198E+23   2.517E+22
 928.800   4.197E+23   2.516E+22
 928.900   4.196E+23   2.515E+22
 929.000   4.194E+23   2.514E+22
 929.100   4.193E+23   2.513E+22
 929.200   4.191E+23   2.512E+22
 929.300   4.190E+23   2.512E+22
 929.400   4.188E+23   2.511E+22
 929.500   4.187E+23   2.510E+22
 929.600   4.186E+23   2.509E+22
 929.700   4.184E+23   2.508E+22
 929.800   4.183E+23   2.507E+22
 929.900   4.181E+23   2.506E+22
 930.000   4.180E+23   2.505E+22
 930.100   4.178E+23   2.505E+22
 930.200   4.177E+23   2.504E+22
 930.300   4.176E+23   2.503E+22
 930.400   4.174E+23   2.502E+22
 930.500   4.173E+23   2.501E+22
 930.600   4.171E+23   2.500E+22
 930.700   4.170E+23   2.499E+22
 930.800   4.168E+23   2.499E+22
 930.900   4.167E+23   2.498E+22
 931.000   4.166E+23   2.497E+22
 931.100   4.164E+23   2.496E+22
 931.200   4.163E+23   2.495E+22
 931.300   4.161E+23   2.494E+22
 931.400   4.160E+23   2.493E+22
 931.500   4.159E+23   2.492E+22
 931.600   4.157E+23   2.492E+22
 931.700   4.156E+23   2.491E+22
 931.800   4.154E+23   2.490E+22
 931.900   4.153E+23   2.489E+22
 932.000   4.151E+23   2.488E+22
 932.100   4.150E+23   2.487E+22
 932.200   4.149E+23   2.486E+22
 932.300   4.147E+23   2.486E+22
 932.400   4.146E+23   2.485E+22
 932.500   4.144E+23   2.484E+22
 932.600   4.143E+23   2.483E+22
 932.700   4.142E+23   2.482E+22
 932.800   4.140E+23   2.481E+22
 932.900   4.139E+23   2.480E+22
 933.000   4.137E+23   2.479E+22
 933.100   4.136E+23   2.479E+22
 933.200   4.135E+23   2.478E+22
 933.300   4.133E+23   2.477E+22
 933.400   4.132E+23   2.476E+22
 933.500   4.130E+23   2.475E+22
 933.600   4.129E+23   2.474E+22
 933.700   4.128E+23   2.473E+22
 933.800   4.126E+23   2.473E+22
 933.900   4.125E+23   2.472E+22
 934.000   4.123E+23   2.471E+22
 934.100   4.122E+23   2.470E+22
 934.200   4.121E+23   2.469E+22
 934.300   4.119E+23   2.468E+22
 934.400   4.118E+23   2.467E+22
 934.500   4.116E+23   2.467E+22
 934.600   4.115E+23   2.466E+22
 934.700   4.114E+23   2.465E+22
 934.800   4.112E+23   2.464E+22
 934.900   4.111E+23   2.463E+22
 935.000   4.109E+23   2.462E+22
 935.100   4.108E+23   2.461E+22
 935.200   4.107E+23   2.461E+22
 935.300   4.105E+23   2.460E+22
 935.400   4.104E+23   2.459E+22
 935.500   4.102E+23   2.458E+22
 935.600   4.101E+23   2.457E+22
 935.700   4.100E+23   2.456E+22
 935.800   4.098E+23   2.455E+22
 935.900   4.097E+23   2.455E+22
 936.000   4.095E+23   2.454E+22
 936.100   4.094E+23   2.453E+22
 936.200   4.093E+23   2.452E+22
 936.300   4.091E+23   2.451E+22
 936.400   4.090E+23   2.450E+22
 936.500   4.089E+23   2.450E+22
 936.600   4.087E+23   2.449E+22
 936.700   4.086E+23   2.448E+22
 936.800   4.084E+23   2.447E+22
 936.900   4.083E+23   2.446E+22
 937.000   4.082E+23   2.445E+22
 937.100   4.080E+23   2.444E+22
 937.200   4.079E+23   2.444E+22
 937.300   4.077E+23   2.443E+22
 937.400   4.076E+23   2.442E+22
 937.500   4.075E+23   2.441E+22
 937.600   4.073E+23   2.440E+22
 937.700   4.072E+23   2.439E+22
 937.800   4.071E+23   2.439E+22
 937.900   4.069E+23   2.438E+22
 938.000   4.068E+23   2.437E+22
 938.100   4.066E+23   2.436E+22
 938.200   4.065E+23   2.435E+22
 938.300   4.064E+23   2.434E+22
 938.400   4.062E+23   2.433E+22
 938.500   4.061E+23   2.433E+22
 938.600   4.060E+23   2.432E+22
 938.700   4.058E+23   2.431E+22
 938.800   4.057E+23   2.430E+22
 938.900   4.055E+23   2.429E+22
 939.000   4.054E+23   2.428E+22
 939.100   4.053E+23   2.428E+22
 939.200   4.051E+23   2.427E+22
 939.300   4.050E+23   2.426E+22
 939.400   4.049E+23   2.425E+22
 939.500   4.047E+23   2.424E+22
 939.600   4.046E+23   2.423E+22
 939.700   4.045E+23   2.423E+22
 939.800   4.043E+23   2.422E+22
 939.900   4.042E+23   2.421E+22
 940.000   4.040E+23   2.420E+22
 940.100   4.039E+23   2.419E+22
 940.200   4.038E+23   2.418E+22
 940.300   4.036E+23   2.418E+22
 940.400   4.035E+23   2.417E+22
 940.500   4.034E+23   2.416E+22
 940.600   4.032E+23   2.415E+22
 940.700   4.031E+23   2.414E+22
 940.800   4.030E+23   2.413E+22
 940.900   4.028E+23   2.413E+22
 941.000   4.027E+23   2.412E+22
 941.100   4.025E+23   2.411E+22
 941.200   4.024E+23   2.410E+22
 941.300   4.023E+23   2.409E+22
 941.400   4.021E+23   2.408E+22
 941.500   4.020E+23   2.408E+22
 941.600   4.019E+23   2.407E+22
 941.700   4.017E+23   2.406E+22
 941.800   4.016E+23   2.405E+22
 941.900   4.015E+23   2.404E+22
 942.000   4.013E+23   2.403E+22
 942.100   4.012E+23   2.403E+22
 942.200   4.011E+23   2.402E+22
 942.300   4.009E+23   2.401E+22
 942.400   4.008E+23   2.400E+22
 942.500   4.007E+23   2.399E+22
 942.600   4.005E+23   2.398E+22
 942.700   4.004E+23   2.398E+22
 942.800   4.002E+23   2.397E+22
 942.900   4.001E+23   2.396E+22
 943.000   4.000E+23   2.395E+22
 943.100   3.998E+23   2.394E+22
 943.200   3.997E+23   2.394E+22
 943.300   3.996E+23   2.393E+22
 943.400   3.994E+23   2.392E+22
 943.500   3.993E+23   2.391E+22
 943.600   3.992E+23   2.390E+22
 943.700   3.990E+23   2.389E+22
 943.800   3.989E+23   2.389E+22
 943.900   3.988E+23   2.388E+22
 944.000   3.986E+23   2.387E+22
 944.100   3.985E+23   2.386E+22
 944.200   3.984E+23   2.385E+22
 944.300   3.982E+23   2.385E+22
 944.400   3.981E+23   2.384E+22
 944.500   3.980E+23   2.383E+22
 944.600   3.978E+23   2.382E+22
 944.700   3.977E+23   2.381E+22
 944.800   3.976E+23   2.380E+22
 944.900   3.974E+23   2.380E+22
 945.000   3.973E+23   2.379E+22
 945.100   3.972E+23   2.378E+22
 945.200   3.970E+23   2.377E+22
 945.300   3.969E+23   2.376E+22
 945.400   3.968E+23   2.376E+22
 945.500   3.966E+23   2.375E+22
 945.600   3.965E+23   2.374E+22
 945.700   3.964E+23   2.373E+22
 945.800   3.962E+23   2.372E+22
 945.900   3.961E+23   2.371E+22
 946.000   3.960E+23   2.371E+22
 946.100   3.958E+23   2.370E+22
 946.200   3.957E+23   2.369E+22
 946.300   3.956E+23   2.368E+22
 946.400   3.954E+23   2.367E+22
 946.500   3.953E+23   2.367E+22
 946.600   3.952E+23   2.366E+22
 946.700   3.950E+23   2.365E+22
 946.800   3.949E+23   2.364E+22
 946.900   3.948E+23   2.363E+22
 947.000   3.946E+23   2.363E+22
 947.100   3.945E+23   2.362E+22
 947.200   3.944E+23   2.361E+22
 947.300   3.942E+23   2.360E+22
 947.400   3.941E+23   2.359E+22
 947.500   3.940E+23   2.358E+22
 947.600   3.938E+23   2.358E+22
 947.700   3.937E+23   2.357E+22
 947.800   3.936E+23   2.356E+22
 947.900   3.934E+23   2.355E+22
 948.000   3.933E+23   2.354E+22
 948.100   3.932E+23   2.354E+22
 948.200   3.931E+23   2.353E+22
 948.300   3.929E+23   2.352E+22
 948.400   3.928E+23   2.351E+22
 948.500   3.927E+23   2.350E+22
 948.600   3.925E+23   2.350E+22
 948.700   3.924E+23   2.349E+22
 948.800   3.923E+23   2.348E+22
 948.900   3.921E+23   2.347E+22
 949.000   3.920E+23   2.346E+22
 949.100   3.919E+23   2.346E+22
 949.200   3.917E+23   2.345E+22
 949.300   3.916E+23   2.344E+22
 949.400   3.915E+23   2.343E+22
 949.500   3.913E+23   2.342E+22
 949.600   3.912E+23   2.342E+22
 949.700   3.911E+23   2.341E+22
 949.800   3.910E+23   2.340E+22
 949.900   3.908E+23   2.339E+22
 950.000   3.907E+23   2.338E+22
 950.100   3.906E+23   2.338E+22
 950.200   3.904E+23   2.337E+22
 950.300   3.903E+23   2.336E+22
 950.400   3.902E+23   2.335E+22
 950.500   3.900E+23   2.334E+22
 950.600   3.899E+23   2.334E+22
 950.700   3.898E+23   2.333E+22
 950.800   3.896E+23   2.332E+22
 950.900   3.895E+23   2.331E+22
 951.000   3.894E+23   2.330E+22
 951.100   3.893E+23   2.330E+22
 951.200   3.891E+23   2.329E+22
 951.300   3.890E+23   2.328E+22
 951.400   3.889E+23   2.327E+22
 951.500   3.887E+23   2.326E+22
 951.600   3.886E+23   2.326E+22
 951.700   3.885E+23   2.325E+22
 951.800   3.883E+23   2.324E+22
 951.900   3.882E+23   2.323E+22
 952.000   3.881E+23   2.322E+22
 952.100   3.880E+23   2.322E+22
 952.200   3.878E+23   2.321E+22
 952.300   3.877E+23   2.320E+22
 952.400   3.876E+23   2.319E+22
 952.500   3.874E+23   2.319E+22
 952.600   3.873E+23   2.318E+22
 952.700   3.872E+23   2.317E+22
 952.800   3.871E+23   2.316E+22
 952.900   3.869E+23   2.315E+22
 953.000   3.868E+23   2.315E+22
 953.100   3.867E+23   2.314E+22
 953.200   3.865E+23   2.313E+22
 953.300   3.864E+23   2.312E+22
 953.400   3.863E+23   2.311E+22
 953.500   3.861E+23   2.311E+22
 953.600   3.860E+23   2.310E+22
 953.700   3.859E+23   2.309E+22
 953.800   3.858E+23   2.308E+22
 953.900   3.856E+23   2.307E+22
 954.000   3.855E+23   2.307E+22
 954.100   3.854E+23   2.306E+22
 954.200   3.852E+23   2.305E+22
 954.300   3.851E+23   2.304E+22
 954.400   3.850E+23   2.304E+22
 954.500   3.849E+23   2.303E+22
 954.600   3.847E+23   2.302E+22
 954.700   3.846E+23   2.301E+22
 954.800   3.845E+23   2.300E+22
 954.900   3.844E+23   2.300E+22
 955.000   3.842E+23   2.299E+22
 955.100   3.841E+23   2.298E+22
 955.200   3.840E+23   2.297E+22
 955.300   3.838E+23   2.297E+22
 955.400   3.837E+23   2.296E+22
 955.500   3.836E+23   2.295E+22
 955.600   3.835E+23   2.294E+22
 955.700   3.833E+23   2.293E+22
 955.800   3.832E+23   2.293E+22
 955.900   3.831E+23   2.292E+22
 956.000   3.829E+23   2.291E+22
 956.100   3.828E+23   2.290E+22
 956.200   3.827E+23   2.290E+22
 956.300   3.826E+23   2.289E+22
 956.400   3.824E+23   2.288E+22
 956.500   3.823E+23   2.287E+22
 956.600   3.822E+23   2.286E+22
 956.700   3.821E+23   2.286E+22
 956.800   3.819E+23   2.285E+22
 956.900   3.818E+23   2.284E+22
 957.000   3.817E+23   2.283E+22
 957.100   3.815E+23   2.283E+22
 957.200   3.814E+23   2.282E+22
 957.300   3.813E+23   2.281E+22
 957.400   3.812E+23   2.280E+22
 957.500   3.810E+23   2.279E+22
 957.600   3.809E+23   2.279E+22
 957.700   3.808E+23   2.278E+22
 957.800   3.807E+23   2.277E+22
 957.900   3.805E+23   2.276E+22
 958.000   3.804E+23   2.276E+22
 958.100   3.803E+23   2.275E+22
 958.200   3.802E+23   2.274E+22
 958.300   3.800E+23   2.273E+22
 958.400   3.799E+23   2.272E+22
 958.500   3.798E+23   2.272E+22
 958.600   3.797E+23   2.271E+22
 958.700   3.795E+23   2.270E+22
 958.800   3.794E+23   2.269E+22
 958.900   3.793E+23   2.269E+22
 959.000   3.792E+23   2.268E+22
 959.100   3.790E+23   2.267E+22
 959.200   3.789E+23   2.266E+22
 959.300   3.788E+23   2.266E+22
 959.400   3.786E+23   2.265E+22
 959.500   3.785E+23   2.264E+22
 959.600   3.784E+23   2.263E+22
 959.700   3.783E+23   2.263E+22
 959.800   3.781E+23   2.262E+22
 959.900   3.780E+23   2.261E+22
 960.000   3.779E+23   2.260E+22
 960.100   3.778E+23   2.259E+22
 960.200   3.776E+23   2.259E+22
 960.300   3.775E+23   2.258E+22
 960.400   3.774E+23   2.257E+22
 960.500   3.773E+23   2.256E+22
 960.600   3.771E+23   2.256E+22
 960.700   3.770E+23   2.255E+22
 960.800   3.769E+23   2.254E+22
 960.900   3.768E+23   2.253E+22
 961.000   3.766E+23   2.253E+22
 961.100   3.765E+23   2.252E+22
 961.200   3.764E+23   2.251E+22
 961.300   3.763E+23   2.250E+22
 961.400   3.761E+23   2.250E+22
 961.500   3.760E+23   2.249E+22
 961.600   3.759E+23   2.248E+22
 961.700   3.758E+23   2.247E+22
 961.800   3.756E+23   2.246E+22
 961.900   3.755E+23   2.246E+22
 962.000   3.754E+23   2.245E+22
 962.100   3.753E+23   2.244E+22
 962.200   3.752E+23   2.243E+22
 962.300   3.750E+23   2.243E+22
 962.400   3.749E+23   2.242E+22
 962.500   3.748E+23   2.241E+22
 962.600   3.747E+23   2.240E+22
 962.700   3.745E+23   2.240E+22
 962.800   3.744E+23   2.239E+22
 962.900   3.743E+23   2.238E+22
 963.000   3.742E+23   2.237E+22
 963.100   3.740E+23   2.237E+22
 963.200   3.739E+23   2.236E+22
 963.300   3.738E+23   2.235E+22
 963.400   3.737E+23   2.234E+22
 963.500   3.735E+23   2.234E+22
 963.600   3.734E+23   2.233E+22
 963.700   3.733E+23   2.232E+22
 963.800   3.732E+23   2.231E+22
 963.900   3.731E+23   2.231E+22
 964.000   3.729E+23   2.230E+22
 964.100   3.728E+23   2.229E+22
 964.200   3.727E+23   2.228E+22
 964.300   3.726E+23   2.228E+22
 964.400   3.724E+23   2.227E+22
 964.500   3.723E+23   2.226E+22
 964.600   3.722E+23   2.225E+22
 964.700   3.721E+23   2.225E+22
 964.800   3.719E+23   2.224E+22
 964.900   3.718E+23   2.223E+22
 965.000   3.717E+23   2.222E+22
 965.100   3.716E+23   2.222E+22
 965.200   3.715E+23   2.221E+22
 965.300   3.713E+23   2.220E+22
 965.400   3.712E+23   2.219E+22
 965.500   3.711E+23   2.219E+22
 965.600   3.710E+23   2.218E+22
 965.700   3.708E+23   2.217E+22
 965.800   3.707E+23   2.216E+22
 965.900   3.706E+23   2.216E+22
 966.000   3.705E+23   2.215E+22
 966.100   3.704E+23   2.214E+22
 966.200   3.702E+23   2.213E+22
 966.300   3.701E+23   2.213E+22
 966.400   3.700E+23   2.212E+22
 966.500   3.699E+23   2.211E+22
 966.600   3.697E+23   2.210E+22
 966.700   3.696E+23   2.210E+22
 966.800   3.695E+23   2.209E+22
 966.900   3.694E+23   2.208E+22
 967.000   3.693E+23   2.207E+22
 967.100   3.691E+23   2.207E+22
 967.200   3.690E+23   2.206E+22
 967.300   3.689E+23   2.205E+22
 967.400   3.688E+23   2.205E+22
 967.500   3.686E+23   2.204E+22
 967.600   3.685E+23   2.203E+22
 967.700   3.684E+23   2.202E+22
 967.800   3.683E+23   2.202E+22
 967.900   3.682E+23   2.201E+22
 968.000   3.680E+23   2.200E+22
 968.100   3.679E+23   2.199E+22
 968.200   3.678E+23   2.199E+22
 968.300   3.677E+23   2.198E+22
 968.400   3.676E+23   2.197E+22
 968.500   3.674E+23   2.196E+22
 968.600   3.673E+23   2.196E+22
 968.700   3.672E+23   2.195E+22
 968.800   3.671E+23   2.194E+22
 968.900   3.670E+23   2.193E+22
 969.000   3.668E+23   2.193E+22
 969.100   3.667E+23   2.192E+22
 969.200   3.666E+23   2.191E+22
 969.300   3.665E+23   2.190E+22
 969.400   3.664E+23   2.190E+22
 969.500   3.662E+23   2.189E+22
 969.600   3.661E+23   2.188E+22
 969.700   3.660E+23   2.188E+22
 969.800   3.659E+23   2.187E+22
 969.900   3.658E+23   2.186E+22
 970.000   3.656E+23   2.185E+22
 970.100   3.655E+23   2.185E+22
 970.200   3.654E+23   2.184E+22
 970.300   3.653E+23   2.183E+22
 970.400   3.652E+23   2.182E+22
 970.500   3.650E+23   2.182E+22
 970.600   3.649E+23   2.181E+22
 970.700   3.648E+23   2.180E+22
 970.800   3.647E+23   2.180E+22
